1083.8	86.067
1087.7	86.018
1091.5	86.321
1095.4	86.433
1099.2	86.59
1103.1	86.366
1106.9	86.398
1110.8	86.471
1114.7	86.23
1118.5	85.898
1122.4	85.618
1126.2	85.645
1130.1	85.524
1133.9	85.822
1137.8	86.193
1141.7	86.027
1145.5	85.659
1149.4	85.113
1153.2	84.822
1157.1	84.909
1160.9	84.894
1164.8	84.679
1168.7	84.402
1172.5	83.984
1176.4	83.575
1180.2	83.501
1184.1	83.324
1187.9	83.017
1191.8	82.793
1195.7	82.819
1199.5	82.834
1203.4	82.887
1207.2	82.812
1211.1	82.644
1214.9	82.63
1218.8	82.677
1222.7	82.539
1226.5	82.237
1230.4	81.941
1234.2	81.682
1238.1	81.443
1241.9	81.194
1245.8	81.12
1249.7	81.154
1253.5	80.867
1257.4	80.264
1261.2	79.823
1265.1	79.378
1268.9	78.637
1272.8	77.969
1276.7	77.474
1280.5	76.732
1284.4	75.993
1288.2	75.57
1292.1	75.517
1295.9	75.562
1299.8	75.393
1303.7	75.119
1307.5	74.69
1311.4	74.366
1315.2	74.148
1319.1	74.111
1322.9	74.343
1326.8	74.421
1330.7	74.347
1334.5	74.26
1338.4	74.134
1342.2	74.584
1346.1	75.296
1349.9	75.459
1353.8	75.64
1357.7	75.922
1361.5	75.948
1365.4	76.217
1369.2	76.479
1373.1	76.356
1376.9	76.65
1380.8	77.238
1384.7	77.458
1388.5	77.61
1392.4	77.952
1396.2	78.141
1400.1	78.526
1403.9	78.917
1407.8	79.486
1411.7	79.983
1415.5	80.245
1419.4	80.432
1423.2	81.078
1427.1	81.642
1430.9	81.895
1434.8	81.865
1438.7	82.29
1442.5	82.659
1446.4	82.58
1450.2	82.676
1454.1	82.743
1457.9	82.361
1461.8	82.728
1465.7	82.997
1469.5	82.892
1473.4	82.211
1477.2	82.666
1481.1	83.229
1484.9	83.167
1488.8	83.173
1492.7	83.958
1496.5	84.386
1500.4	84.644
1504.2	84.722
1508.1	84.355
1511.9	85.276
1515.8	85.793
1519.7	85.934
1523.5	85.992
1527.4	86.669
1531.2	87.12
1535.1	87.053
1538.9	86.596
1542.8	86.721
1546.7	87.84
1550.5	88.276
1554.4	87.912
1558.2	87.566
1562.1	88.429
1565.9	88.763
1569.8	88.65
1573.7	88.419
1577.5	88.532
1581.4	88.941
1585.2	89.044
1589.1	88.758
1592.9	88.403
1596.8	88.323
1600.7	88.016
1604.5	87.607
1608.4	87.492
1612.2	87.514
1616.1	87.189
1619.9	86.959
1623.8	86.998
1627.7	86.927
1631.5	86.845
1635.4	86.615
1639.2	86.903
1643.1	87.08
1646.9	86.718
1650.8	86.721
1654.7	87.604
1658.5	88.231
1662.4	88.495
1666.2	88.776
1670.1	88.933
1673.9	89.199
1677.8	89.312
1681.7	89.351
1685.5	89.833
1689.4	90.39
1693.2	90.635
1697.1	90.36
1700.9	90.73
1704.8	91.072
1708.7	91.311
1712.5	91.509
1716.4	91.485
1720.2	91.922
1724.1	92.321
1727.9	92.347
1731.8	91.959
1735.7	92.088
1739.5	92.255
1743.4	91.884
1747.2	91.52
1751.1	91.762
1754.9	92.171
1758.8	92.138
1762.7	92.381
1766.5	92.459
1770.4	92.007
1774.2	92.195
1778.1	92.761
1781.9	92.973
1785.8	93.443
1789.7	93.154
1793.5	92.74
1797.4	93.094
1801.2	93.293
1805.1	93.342
1808.9	93.36
1812.8	93.665
1816.7	94.073
1820.5	93.804
1824.4	93.533
1828.2	93.353
1832.1	93.768
1835.9	93.975
1839.8	94.274
1843.7	93.862
1847.5	93.672
1851.4	94.112
1855.2	94.632
1859.1	94.459
1862.9	94.544
1866.8	94.579
1870.7	94.043
1874.5	93.625
1878.4	94.158
1882.2	94.686
1886.1	94.485
1889.9	95.157
1893.8	95.378
1897.7	94.285
1901.5	93.862
1905.4	94.242
1909.2	94.475
1913.1	94.587
1916.9	94.227
1920.8	93.963
1924.7	93.461
1928.5	93.651
1932.4	95.171
1936.2	95.486
1940.1	95.221
1943.9	95.165
1947.8	94.101
1951.7	94.388
1955.5	95.56
1959.4	96.402
1963.2	96.378
1967.1	94.577
1970.9	94.957
1974.8	95.858
1978.7	92.506
1982.5	92.739
1986.4	94.515
1990.2	93.637
1994.1	94.729
1997.9	97.646
2001.8	97.003
2005.7	93.826
2009.5	93.352
2013.4	94.543
2017.2	94.604
2021.1	94.179
2024.9	94.515
2028.8	94.683
2032.7	95.33
2036.5	94.349
2040.4	93.424
2044.2	93.35
2048.1	93.208
2051.9	93.037
2055.8	93.501
2059.7	93.58
2063.5	92.955
2067.4	92.266
2071.2	92.655
2075.1	93.35
2078.9	93.559
2082.8	93.793
2086.7	93.308
2090.5	92.789
2094.4	92.37
2098.2	92.681
2102.1	93.43
2105.9	93.394
2109.8	93.348
2113.7	93.094
2117.5	93.619
2121.4	94.288
2125.2	94.935
2129.1	95.155
2132.9	96.147
2136.8	96.962
2140.7	96.405
2144.5	95.974
2148.4	96.808
2152.2	97.58
2156.1	96.164
2159.9	93.793
2163.8	94.393
2167.7	94.198
2171.5	93.154
2175.4	94.393
2179.2	93.774
2183.1	93.102
2186.9	93.934
2190.8	94.697
2194.7	94.478
2198.5	94.177
2202.4	93.272
2206.2	93.533
2210.1	94.687
2213.9	94.834
2217.8	92.956
2221.7	91.875
2225.5	92.844
2229.4	93.77
2233.2	93.873
2237.1	92.943
2240.9	93.473
2244.8	93.694
2248.7	92.334
2252.5	92.515
2256.4	94.008
2260.2	93.745
2264.1	92.6
2267.9	92.338
2271.8	92.243
2275.7	92.461
2279.5	92.222
2283.4	91.777
2287.2	92.023
2291.1	92.265
2294.9	91.99
2298.8	91.899
2302.7	92.021
2306.5	91.912
2310.4	91.73
2314.2	91.563
2318.1	90.622
2321.9	90.102
2325.8	89.985
2329.7	91.039
2333.5	91.915
2337.4	91.328
2341.2	90.575
2345.1	90.966
2348.9	91.934
2352.8	91.724
2356.7	90.501
2360.5	89.881
2364.4	90.102
2368.2	90.567
2372.1	91.236
2375.9	91.846
2379.8	92.305
2383.7	92.779
2387.5	92.524
2391.4	92.596
2395.2	92.799
2399.1	92.543
2402.9	92.434
2406.8	92.646
2410.7	92.412
2414.5	92.494
2418.4	92.321
2422.2	92.322
2426.1	92.452
2429.9	92.649
2433.8	92.704
2437.7	92.772
2441.5	92.174
2445.4	92.144
2449.2	92.193
2453.1	92.384
2456.9	93.051
2460.8	93.136
2464.7	92.858
2468.5	92.646
2472.4	93.115
2476.2	93.514
2480.1	93.587
2483.9	93.594
2487.8	92.968
2491.7	92.529
2495.5	92.687
2499.4	92.786
2503.2	92.775
2507.1	92.708
2510.9	93.095
2514.8	92.883
2518.7	92.696
2522.5	92.586
2526.4	92.101
2530.2	91.63
2534.1	91.987
2537.9	92.025
2541.8	92.014
2545.7	92.246
2549.5	92.443
2553.4	92.47
2557.2	92.432
2561.1	92.157
2564.9	92.185
2568.8	92.448
2572.7	92.493
2576.5	91.935
2580.4	91.364
2584.2	90.786
2588.1	90.683
2591.9	91.051
2595.8	91.089
2599.7	91.393
2603.5	91.445
2607.4	91.055
2611.2	90.932
2615.1	91.034
2618.9	91.41
2622.8	91.259
2626.7	91.098
2630.5	91.075
2634.4	90.778
2638.2	90.681
2642.1	90.756
2645.9	90.842
2649.8	90.567
2653.7	90.46
2657.5	90.913
2661.4	90.823
2665.2	90.747
2669.1	90.713
2672.9	90.516
2676.8	90.795
2680.7	90.972
2684.5	90.527
2688.4	90.612
2692.2	90.938
2696.1	90.81
2699.9	90.572
2703.8	90.604
2707.7	90.723
2711.5	90.988
2715.4	90.846
2719.2	90.578
2723.1	90.666
2726.9	90.908
2730.8	90.592
2734.7	90.247
2738.5	90.343
2742.4	90.226
2746.2	90.174
2750.1	90.404
2753.9	90.337
2757.8	90.21
2761.7	90.289
2765.5	90.084
2769.4	89.833
2773.2	89.924
2777.1	90.112
2780.9	89.899
2784.8	89.891
2788.7	89.868
2792.5	89.824
2796.4	90.081
2800.2	90.124
2804.1	89.917
2807.9	89.891
2811.8	89.863
2815.7	89.524
2819.5	89.186
2823.4	89.232
2827.2	89.488
2831.1	89.827
2834.9	89.722
2838.8	89.57
2842.7	89.535
2846.5	89.185
2850.4	88.96
2854.2	88.81
2858.1	88.633
2861.9	88.872
2865.8	88.907
2869.7	88.897
2873.5	88.933
2877.4	88.86
2881.2	89.024
2885.1	89.239
2888.9	89.592
2892.8	89.326
2896.7	88.853
2900.5	88.522
2904.4	88.039
2908.2	87.755
2912.1	88.16
2915.9	88.162
2919.8	87.942
2923.7	88.008
2927.5	88.012
2931.4	87.722
2935.2	87.949
2939.1	88.094
2942.9	87.751
2946.8	87.771
2950.7	88.04
2954.5	88.063
2958.4	88.109
2962.2	87.984
2966.1	87.532
2969.9	87.453
2973.8	87.955
2977.7	88.056
2981.5	87.715
2985.4	87.513
2989.2	87.783
2993.1	87.611
2996.9	87.383
3000.8	86.924
3004.7	86.693
3008.5	86.973
3012.4	87.056
3016.2	86.847
3020.1	86.72
3023.9	86.793
3027.8	86.951
3031.7	87.139
3035.5	87.21
3039.4	87.055
3043.2	86.937
3047.1	86.937
3050.9	86.342
3054.8	86.242
3058.7	86.455
3062.5	86.709
3066.4	86.836
3070.2	86.629
3074.1	86.394
3077.9	86.713
3081.8	86.665
3085.7	86.492
3089.5	86.415
3093.4	86.437
3097.2	85.981
3101.1	85.322
3104.9	85.586
3108.8	86.144
3112.7	86.225
3116.5	86.035
3120.4	85.779
3124.2	85.699
3128.1	85.491
3131.9	85.574
3135.8	85.729
3139.7	85.838
3143.5	85.441
3147.4	85.169
3151.2	85.108
3155.1	85.04
3158.9	84.588
3162.8	84.426
3166.7	84.615
3170.5	84.343
3174.4	84.456
3178.2	84.56
3182.1	84.463
3185.9	84.416
3189.8	84.529
3193.7	84.36
3197.5	83.819
3201.4	84.187
3205.2	84.282
3209.1	84.227
3212.9	84.239
3216.8	84.619
3220.7	84.965
3224.5	84.471
3228.4	84.062
3232.2	84.461
3236.1	84.968
3239.9	84.805
3243.8	84.358
3247.7	84.269
3251.5	84.49
3255.4	84.092
3259.2	83.531
3263.1	83.946
3266.9	84.527
3270.8	84.638
3274.7	84.847
3278.5	84.952
3282.4	84.61
3286.2	84.571
3290.1	84.573
3293.9	84.473
3297.8	84.505
3301.7	84.496
3305.5	84.486
3309.4	84.319
3313.2	84.404
3317.1	84.236
3320.9	84.279
3324.8	84.677
3328.7	84.484
3332.5	83.949
3336.4	83.791
3340.2	84.119
3344.1	84.141
3347.9	83.874
3351.8	83.834
3355.7	83.894
3359.5	84.009
3363.4	84.214
3367.2	84.066
3371.1	83.843
3374.9	84.437
3378.8	84.964
3382.7	84.865
3386.5	84.745
3390.4	84.47
3394.2	83.969
3398.1	83.911
3401.9	84.421
3405.8	85.015
3409.7	84.802
3413.5	84.37
3417.4	84.665
3421.2	84.605
3425.1	84.401
3428.9	84.684
3432.8	84.849
3436.7	84.517
3440.5	84.634
3444.4	84.85
3448.2	85.143
3452.1	84.974
3455.9	84.856
3459.8	84.665
3463.7	84.836
3467.5	85.43
3471.4	85.126
3475.2	85.052
3479.1	85.291
3482.9	85.559
3486.8	85.572
3490.7	85.618
3494.5	85.892
3498.4	86.47
3502.2	86.79
3506.1	86.76
3509.9	86.694
3513.8	86.318
3517.7	86.134
3521.5	86.064
3525.4	86.067
3529.2	86.021
3533.1	85.862
3536.9	86.359
3540.8	87.053
3544.7	86.272
3548.5	85.431
3552.4	85.718
3556.2	86.302
3560.1	86.113
3563.9	85.902
3567.8	86.485
3571.7	86.938
3575.5	87.394
3579.4	87.479
3583.2	87.246
3587.1	86.871
3590.9	86.974
3594.8	87.267
3598.7	87.626
3602.5	87.775
3606.4	87.641
3610.2	88.003
3614.1	87.886
3617.9	88.178
3621.8	88.531
3625.7	88.087
3629.5	87.118
3633.4	87.925
3637.2	88.726
3641.1	89.724
3644.9	90.533
3648.8	90.03
3652.7	90.628
3656.5	91.212
3660.4	91.842
3664.2	92.797
3668.1	94.093
3671.9	94.178
3675.8	92.688
3679.7	94.011
3683.5	95.618
3687.4	95.52
3691.2	95.603
3695.1	95.685
3698.9	96.179
3702.8	96.322
3706.7	95.997
3710.5	95.163
3714.4	94.796
3718.2	95.504
3722.1	95.594
3725.9	95.117
3729.8	95.749
3733.7	95.601
3737.5	94.906
3741.4	93.484
3745.2	93.201
3749.1	94.108
3752.9	95.092
3756.8	95.852
3760.6	96.17
3764.5	96.194
3768.4	95.617
3772.2	95.243
3776.1	95.651
3779.9	95.67
3783.8	95.268
3787.6	95.876
3791.5	95.961
3795.4	95.824
3799.2	95.17
3803.1	95.378
3806.9	96.725
3810.8	96.324
3814.6	94.612
3818.5	94.808
3822.4	95.746
3826.2	96.16
3830.1	96.313
3833.9	95.012
3837.8	94.986
3841.6	95.306
3845.5	95.18
3849.4	95.001
3853.2	95.257
3857.1	96.895
3860.9	96.016
3864.8	94.359
3868.6	94.991
3872.5	96.132
3876.4	95.755
3880.2	94.944
3884.1	94.588
3887.9	94.451
3891.8	94.822
3895.6	95.219
3899.5	94.428
3903.4	93.708
3907.2	94.827
3911.1	95.41
3914.9	95.105
3918.8	94.597
3922.6	94.493
3926.5	95.163
3930.4	95.189
3934.2	94.553
3938.1	94.835
3941.9	94.954
3945.8	94.71
3949.6	95.576
3953.5	95.47
3957.4	94.46
3961.2	94.153
3965.1	94.043
3968.9	93.732
3972.8	94.697
3976.6	95.692
3980.5	96.025
3984.4	95.974
3988.2	95.77
3992.1	95.523
3995.9	96.017
3999.8	96.042
